cve_id,compilers,published,last_modified,vulnerability_status,severity,cvss_score,cvss_vector,cwes,affected_products,references,description,source_identifier,matched_queries,collected_at
CVE-2023-25673,XLA,2023-03-25T00:15:07.873,2026-06-17T05:41:42.760,Modified,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-697,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*,https://github.com/tensorflow/tensorflow/commit/728113a3be690facad6ce436660a0bc1858017fa;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-647v-r7qq-24fh,TensorFlow is an open source platform for machine learning. Versions prior to 2.12.0 and 2.11.1 have a Floating Point Exception in TensorListSplit with XLA. A fix is included in TensorFlow version 2.12.0 and version 2.11.1.,security-advisories@github.com,XLA,2026-09-21T18:43:55.486544+00:00
CVE-2023-25674,XLA,2023-03-25T00:15:07.937,2026-06-17T05:41:42.883,Modified,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-476,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*,https://github.com/tensorflow/tensorflow/commit/728113a3be690facad6ce436660a0bc1858017fa;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gf97-q72m-7579,TensorFlow is an open source machine learning platform. Versions prior to 2.12.0 and 2.11.1 have a null pointer error in RandomShuffle with XLA enabled. A fix is included in TensorFlow 2.12.0 and 2.11.1.,security-advisories@github.com,XLA,2026-09-21T18:43:55.486544+00:00
CVE-2023-25675,XLA,2023-03-25T00:15:07.997,2026-06-17T05:41:43.013,Modified,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-697,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*,https://github.com/tensorflow/tensorflow/commit/8ae76cf085f4be26295d2ecf2081e759e04b8acf;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-7x4v-9gxg-9hwj,"TensorFlow is an open source machine learning platform. When running versions prior to 2.12.0 and 2.11.1 with XLA, `tf.raw_ops.Bincount` segfaults when given a parameter `weights` that is neither the same shape as parameter `arr` nor a length-0 tensor. A fix is included in TensorFlow 2.12.0 and 2.11.1.",security-advisories@github.com,XLA,2026-09-21T18:43:55.486544+00:00
CVE-2023-25676,XLA,2023-03-25T00:15:08.057,2026-06-17T05:41:43.143,Modified,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-476,cpe:2.3:a:google:tensorflow:*:*:*:*:*:*:*:*,https://github.com/tensorflow/tensorflow/commit/da66bc6d5ff466aee084f9e7397980a24890cd15;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6wfh-89q8-44jq,"TensorFlow is an open source machine learning platform. When running versions prior to 2.12.0 and 2.11.1 with XLA, `tf.raw_ops.ParallelConcat` segfaults with a nullptr dereference when given a parameter `shape` with rank that is not greater than zero. A fix is available in TensorFlow 2.12.0 and 2.11.1.",security-advisories@github.com,XLA,2026-09-21T18:43:55.486544+00:00
CVE-2023-26253,XLA,2023-02-21T02:15:10.367,2026-06-17T05:42:54.217,Modified,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-125,cpe:2.3:a:gluster:glusterfs:11.0:*:*:*:*:*:*:*,https://github.com/gluster/glusterfs/issues/3954;https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/UE6K2DXP4QZVKP32Z7BSYDSRBL4H7JSE/,"In Gluster GlusterFS 11.0, there is an xlators/mount/fuse/src/fuse-bridge.c notify stack-based buffer over-read.",cve@mitre.org,XLA,2026-09-21T18:43:55.486544+00:00
CVE-2023-28405,OpenVINO,2023-08-11T03:15:24.853,2026-06-17T05:47:38.790,Modified,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,CWE-427,cpe:2.3:a:intel:openvino:*:*:*:*:*:*:*:*,http://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00842.html,Uncontrolled search path in the Intel(R) Distribution of OpenVINO(TM) Toolkit before version 2022.3.0 may allow an authenticated user to potentially enable escalation of privilege via local access.,secure@intel.com,OpenVINO,2026-09-21T18:43:55.486544+00:00
CVE-2023-31203,OpenVINO,2023-11-14T19:15:24.707,2026-06-17T05:56:32.773,Modified,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-20,cpe:2.3:a:intel:openvino_model_server:*:*:*:*:*:*:*:*,https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00901.html,Improper input validation in some OpenVINO Model Server software before version 2022.3 for Intel Distribution of OpenVINO toolkit may allow an unauthenticated user to potentially enable denial of service via network access.,secure@intel.com,OpenVINO,2026-09-21T18:43:55.486544+00:00
CVE-2023-39406,XLA,2023-08-13T13:15:13.560,2026-06-17T06:12:14.783,Modified,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-264,cpe:2.3:o:huawei:emui:13.0.0:*:*:*:*:*:*:*;cpe:2.3:o:huawei:harmonyos:3.0.0:*:*:*:*:*:*:*,https://consumer.huawei.com/en/support/bulletin/2023/8/;https://device.harmonyos.com/en/docs/security/update/security-bulletins-202308-0000001667644725,Permission control vulnerability in the XLayout component. Successful exploitation of this vulnerability may cause apps to forcibly restart.,psirt@huawei.com,XLA,2026-09-21T18:43:55.486544+00:00
CVE-2023-51483,Glow,2024-05-17T09:15:19.460,2026-06-17T06:41:02.840,Deferred,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-269,,https://patchstack.com/database/vulnerability/wp-front-end-profile/wordpress-wp-frontend-profile-plugin-1-3-1-unauthenticated-privilege-escalation-vulnerability?_s_id=cve,Improper Privilege Management vulnerability in Glowlogix WP Frontend Profile allows Privilege Escalation.This issue affects WP Frontend Profile: from n/a through 1.3.1.,audit@patchstack.com,Glow,2026-09-21T18:43:55.486544+00:00
CVE-2023-53034,XLA,2025-04-16T15:15:52.717,2026-08-04T10:18:52.693,Modified,HIGH,7.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,CWE-125,cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*,https://git.kernel.org/stable/c/0df2e03e4620548b41891b4e0d1bd9d2e0d8a39a;https://git.kernel.org/stable/c/2429bdf26a0f3950fdd996861e9c1a3873af1dbe;https://git.kernel.org/stable/c/36d32cfb00d42e865396424bb5d340fc0a28870d;https://git.kernel.org/stable/c/5b6857bb3bfb0dae17fab1e42c1e82c204a508b1;https://git.kernel.org/stable/c/7ed22f8d8be26225a78cf5e85b2036421a6bf2d5;https://git.kernel.org/stable/c/c61a3f2df162ba424be0141649a9ef5f28eaccc1;https://git.kernel.org/stable/c/cb153bdc1812a3375639ed6ca5f147eaefb65349;https://git.kernel.org/stable/c/de203da734fae00e75be50220ba5391e7beecdf9;https://git.kernel.org/stable/c/f56951f211f181410a383d305e8d370993e45294;https://lists.debian.org/debian-lts-announce/2025/05/msg00030.html;https://lists.debian.org/debian-lts-announce/2025/05/msg00045.html,"In the Linux kernel, the following vulnerability has been resolved: ntb_hw_switchtec: Fix shift-out-of-bounds in switchtec_ntb_mw_set_trans There is a kernel API ntb_mw_clear_trans() would pass 0 to both addr and size. This would make xlate_pos negative. [ 23.734156] switchtec switchtec0: MW 0: part 0 addr 0x0000000000000000 size 0x0000000000000000 [ 23.734158] ================================================================================ [ 23.734172] UBSAN: shift-out-of-bounds in drivers/ntb/hw/mscc/ntb_hw_switchtec.c:293:7 [ 23.734418] shift exponent -1 is negative Ensuring xlate_pos is a positive or zero before BIT.",416baaa9-dc9f-4396-8d5f-8c081fb06d67,XLA,2026-09-21T18:43:55.486544+00:00
CVE-2024-32048,OpenVINO,2024-11-13T21:15:18.013,2026-06-17T07:29:10.860,Deferred,MEDIUM,6.0,CVSS:4.0/AV:A/AC:L/AT:P/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,CWE-20,,https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01158.html,Improper input validation in the Intel(R) Distribution of OpenVINO(TM) Model Server software before version 2024.0 may allow an unauthenticated user to potentially enable denial of service via adjacent access.,secure@intel.com,OpenVINO,2026-09-21T18:43:55.486544+00:00
CVE-2024-34524,XLA,2024-05-06T00:15:10.073,2026-06-17T07:33:33.833,Deferred,CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,CWE-288,,https://github.com/xlang-ai/OpenAgents/blob/880e26adfe380e999962fc645fc8fc80bd72f103/backend/utils/utils.py#L31;https://github.com/xlang-ai/OpenAgents/issues/112,"In XLANG OpenAgents through fe73ac4, the allowed_file protection mechanism can be bypassed by using an incorrect file extension for the nature of the file content.",cve@mitre.org,XLA,2026-09-21T18:43:55.486544+00:00
CVE-2024-49878,XLA,2024-10-21T18:15:09.863,2026-06-17T08:00:38.507,Modified,MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,,cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*,https://git.kernel.org/stable/c/06ff97a20b8c9e9d256b0d2c3e87f78f8ccea3de;https://git.kernel.org/stable/c/1d5f85f1b7db79c75c9e07d6571ce2a7bdf725c4;https://git.kernel.org/stable/c/333fbaf6864a4ca031367eb947961a1f3484d337;https://git.kernel.org/stable/c/393331e16ce205e036e58b3d8ca4ee2e635f21d9;https://git.kernel.org/stable/c/4b90d2eb451b357681063ba4552b10b39d7ad885;https://git.kernel.org/stable/c/8a6fef7d22a1d952aed68584d3fcc0d018d2bdc3;https://git.kernel.org/stable/c/927abc5b7d6d2c2e936bec5a2f71d9512c5e72f7;https://git.kernel.org/stable/c/b4afe4183ec77f230851ea139d91e5cf2644c68b;https://lists.debian.org/debian-lts-announce/2025/01/msg00001.html;https://lists.debian.org/debian-lts-announce/2025/03/msg00002.html,"In the Linux kernel, the following vulnerability has been resolved: resource: fix region_intersects() vs add_memory_driver_managed() On a system with CXL memory, the resource tree (/proc/iomem) related to CXL memory may look like something as follows. 490000000-50fffffff : CXL Window 0 490000000-50fffffff : region0 490000000-50fffffff : dax0.0 490000000-50fffffff : System RAM (kmem) Because drivers/dax/kmem.c calls add_memory_driver_managed() during onlining CXL memory, which makes ""System RAM (kmem)"" a descendant of ""CXL Window X"". This confuses region_intersects(), which expects all ""System RAM"" resources to be at the top level of iomem_resource. This can lead to bugs. For example, when the following command line is executed to write some memory in CXL memory range via /dev/mem, $ dd if=data of=/dev/mem bs=$((1 << 10)) seek=$((0x490000000 >> 10)) count=1 dd: error writing '/dev/mem': Bad address 1+0 records in 0+0 records out 0 bytes copied, 0.0283507 s, 0.0 kB/s the command fails as expected. However, the error code is wrong. It should be ""Operation not permitted"" instead of ""Bad address"". More seriously, the /dev/mem permission checking in devmem_is_allowed() passes incorrectly. Although the accessing is prevented later because ioremap() isn't allowed to map system RAM, it is a potential security issue. During command executing, the following warning is reported in the kernel log for calling ioremap() on system RAM. ioremap on RAM at 0x0000000490000000 - 0x0000000490000fff WARNING: CPU: 2 PID: 416 at arch/x86/mm/ioremap.c:216 __ioremap_caller.constprop.0+0x131/0x35d Call Trace: memremap+0xcb/0x184 xlate_dev_mem_ptr+0x25/0x2f write_mem+0x94/0xfb vfs_write+0x128/0x26d ksys_write+0xac/0xfe do_syscall_64+0x9a/0xfd entry_SYSCALL_64_after_hwframe+0x4b/0x53 The details of command execution process are as follows. In the above resource tree, ""System RAM"" is a descendant of ""CXL Window 0"" instead of a top level resource. So, region_intersects() will report no System RAM resources in the CXL memory region incorrectly, because it only checks the top level resources. Consequently, devmem_is_allowed() will return 1 (allow access via /dev/mem) for CXL memory region incorrectly. Fortunately, ioremap() doesn't allow to map System RAM and reject the access. So, region_intersects() needs to be fixed to work correctly with the resource tree with ""System RAM"" not at top level as above. To fix it, if we found a unmatched resource in the top level, we will continue to search matched resources in its descendant resources. So, we will not miss any matched resources in resource tree anymore. In the new implementation, an example resource tree |------------- ""CXL Window 0"" ------------| |-- ""System RAM"" --| will behave similar as the following fake resource tree for region_intersects(, IORESOURCE_SYSTEM_RAM, ), |-- ""System RAM"" --||-- ""CXL Window 0a"" --| Where ""CXL Window 0a"" is part of the original ""CXL Window 0"" that isn't covered by ""System RAM"".",416baaa9-dc9f-4396-8d5f-8c081fb06d67,XLA,2026-09-21T18:43:55.486544+00:00
CVE-2024-56594,ROCm,2024-12-27T15:15:18.727,2026-06-17T08:12:29.960,Modified,MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,,cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*,https://git.kernel.org/stable/c/13c3a54f48a612a117dfd82a9dd91732261e869d;https://git.kernel.org/stable/c/76581147b05c2adb6b47bbc697521725f10224e4;https://git.kernel.org/stable/c/76649ccf97e2cd72b62e34ed2fba6e0f89497eab;https://git.kernel.org/stable/c/b5807a08954fdf914ef80b49aaa6cda965ecc95c;https://git.kernel.org/stable/c/b9e52a96ec92245bf15dabba1d3d862d7a03efb8;https://git.kernel.org/stable/c/e2e97435783979124ba92d6870415c57ecfef6a5;https://git.kernel.org/stable/c/ff0346a74627a5f607a33a3852586f8c7f678329;https://lists.debian.org/debian-lts-announce/2025/03/msg00001.html;https://lists.debian.org/debian-lts-announce/2025/03/msg00002.html,"In the Linux kernel, the following vulnerability has been resolved: drm/amdgpu: set the right AMDGPU sg segment limitation The driver needs to set the correct max_segment_size; otherwise debug_dma_map_sg() will complain about the over-mapping of the AMDGPU sg length as following: WARNING: CPU: 6 PID: 1964 at kernel/dma/debug.c:1178 debug_dma_map_sg+0x2dc/0x370 [ 364.049444] Modules linked in: veth amdgpu(OE) amdxcp drm_exec gpu_sched drm_buddy drm_ttm_helper ttm(OE) drm_suballoc_helper drm_display_helper drm_kms_helper i2c_algo_bit rpcsec_gss_krb5 auth_rpcgss nfsv4 nfs lockd grace netfs xt_conntrack xt_MASQUERADE nf_conntrack_netlink xfrm_user xfrm_algo iptable_nat xt_addrtype iptable_filter br_netfilter nvme_fabrics overlay nfnetlink_cttimeout nfnetlink openvswitch nsh nf_conncount nf_nat nf_conntrack nf_defrag_ipv6 nf_defrag_ipv4 libcrc32c bridge stp llc amd_atl intel_rapl_msr intel_rapl_common sunrpc sch_fq_codel snd_hda_codec_realtek snd_hda_codec_generic snd_hda_scodec_component snd_hda_codec_hdmi snd_hda_intel snd_intel_dspcfg edac_mce_amd binfmt_misc snd_hda_codec snd_pci_acp6x snd_hda_core snd_acp_config snd_hwdep snd_soc_acpi kvm_amd snd_pcm kvm snd_seq_midi snd_seq_midi_event crct10dif_pclmul ghash_clmulni_intel sha512_ssse3 snd_rawmidi sha256_ssse3 sha1_ssse3 aesni_intel snd_seq nls_iso8859_1 crypto_simd snd_seq_device cryptd snd_timer rapl input_leds snd [ 364.049532] ipmi_devintf wmi_bmof ccp serio_raw k10temp sp5100_tco soundcore ipmi_msghandler cm32181 industrialio mac_hid msr parport_pc ppdev lp parport drm efi_pstore ip_tables x_tables pci_stub crc32_pclmul nvme ahci libahci i2c_piix4 r8169 nvme_core i2c_designware_pci realtek i2c_ccgx_ucsi video wmi hid_generic cdc_ether usbnet usbhid hid r8152 mii [ 364.049576] CPU: 6 PID: 1964 Comm: rocminfo Tainted: G OE 6.10.0-custom #492 [ 364.049579] Hardware name: AMD Majolica-RN/Majolica-RN, BIOS RMJ1009A 06/13/2021 [ 364.049582] RIP: 0010:debug_dma_map_sg+0x2dc/0x370 [ 364.049585] Code: 89 4d b8 e8 36 b1 86 00 8b 4d b8 48 8b 55 b0 44 8b 45 a8 4c 8b 4d a0 48 89 c6 48 c7 c7 00 4b 74 bc 4c 89 4d b8 e8 b4 73 f3 ff <0f> 0b 4c 8b 4d b8 8b 15 c8 2c b8 01 85 d2 0f 85 ee fd ff ff 8b 05 [ 364.049588] RSP: 0018:ffff9ca600b57ac0 EFLAGS: 00010286 [ 364.049590] RAX: 0000000000000000 RBX: ffff88b7c132b0c8 RCX: 0000000000000027 [ 364.049592] RDX: ffff88bb0f521688 RSI: 0000000000000001 RDI: ffff88bb0f521680 [ 364.049594] RBP: ffff9ca600b57b20 R08: 000000000000006f R09: ffff9ca600b57930 [ 364.049596] R10: ffff9ca600b57928 R11: ffffffffbcb46328 R12: 0000000000000000 [ 364.049597] R13: 0000000000000001 R14: ffff88b7c19c0700 R15: ffff88b7c9059800 [ 364.049599] FS: 00007fb2d3516e80(0000) GS:ffff88bb0f500000(0000) knlGS:0000000000000000 [ 364.049601] CS: 0010 DS: 0000 ES: 0000 CR0: 0000000080050033 [ 364.049603] CR2: 000055610bd03598 CR3: 00000001049f6000 CR4: 0000000000350ef0 [ 364.049605] Call Trace: [ 364.049607] <TASK> [ 364.049609] ? show_regs+0x6d/0x80 [ 364.049614] ? __warn+0x8c/0x140 [ 364.049618] ? debug_dma_map_sg+0x2dc/0x370 [ 364.049621] ? report_bug+0x193/0x1a0 [ 364.049627] ? handle_bug+0x46/0x80 [ 364.049631] ? exc_invalid_op+0x1d/0x80 [ 364.049635] ? asm_exc_invalid_op+0x1f/0x30 [ 364.049642] ? debug_dma_map_sg+0x2dc/0x370 [ 364.049647] __dma_map_sg_attrs+0x90/0xe0 [ 364.049651] dma_map_sgtable+0x25/0x40 [ 364.049654] amdgpu_bo_move+0x59a/0x850 [amdgpu] [ 364.049935] ? srso_return_thunk+0x5/0x5f [ 364.049939] ? amdgpu_ttm_tt_populate+0x5d/0xc0 [amdgpu] [ 364.050095] ttm_bo_handle_move_mem+0xc3/0x180 [ttm] [ 364.050103] ttm_bo_validate+0xc1/0x160 [ttm] [ 364.050108] ? amdgpu_ttm_tt_get_user_pages+0xe5/0x1b0 [amdgpu] [ 364.050263] amdgpu_amdkfd_gpuvm_alloc_memory_of_gpu+0xa12/0xc90 [amdgpu] [ 364.050473] kfd_ioctl_alloc_memory_of_gpu+0x16b/0x3b0 [amdgpu] [ 364.050680] kfd_ioctl+0x3c2/0x530 [amdgpu] [ 364.050866] ? __pfx_kfd_ioctl_alloc_memory_of_gpu+0x10/0x10 [amdgpu] [ 364.05105 ---truncated---",416baaa9-dc9f-4396-8d5f-8c081fb06d67,ROCm,2026-09-21T18:43:55.486544+00:00
CVE-2025-6282,XLA,2025-06-19T22:15:20.520,2026-06-17T10:01:31.540,Analyzed,LOW,2.0,CVSS:4.0/AV:A/AC:L/AT:N/PR:L/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N/E:P/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,CWE-22,cpe:2.3:a:xlang:openagents:*:*:*:*:*:*:*:*,https://github.com/xlang-ai/OpenAgents/issues/141;https://vuldb.com/?ctiid.313286;https://vuldb.com/?id.313286;https://vuldb.com/?submit.593616,"A vulnerability was found in xlang-ai OpenAgents up to ff2e46440699af1324eb25655b622c4a131265bb and classified as critical. Affected by this issue is the function create_upload_file of the file backend/api/file.py. The manipulation leads to path traversal. The exploit has been disclosed to the public and may be used. Continious delivery with rolling releases is used by this product. Therefore, no version details of affected nor updated releases are available. The reported GitHub issue was closed automatically with the label ""not planned"" by a bot.",cna@vuldb.com,XLA,2026-09-21T18:43:55.486544+00:00
CVE-2025-22892,OpenVINO,2025-05-13T21:16:10.207,2026-06-17T08:50:48.743,Deferred,HIGH,7.1,CVSS:4.0/AV:A/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,CWE-400,,https://intel.com/content/www/us/en/security-center/advisory/intel-sa-01272.html,Uncontrolled resource consumption for some OpenVINO™ model server software maintained by Intel(R) before version 2024.4 may allow an unauthenticated user to potentially enable denial of service via adjacent access.,secure@intel.com,OpenVINO,2026-09-21T18:43:55.486544+00:00
CVE-2025-23254,TensorRT,2025-05-01T14:15:36.507,2026-06-17T08:52:57.247,Deferred,HIGH,8.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,CWE-502,,https://nvidia.custhelp.com/app/answers/detail/a_id/5648,"NVIDIA TensorRT-LLM for any platform contains a vulnerability in python executor where an attacker may cause a data validation issue by local access to the TRTLLM server. A successful exploit of this vulnerability may lead to code execution, information disclosure and data tampering.",psirt@nvidia.com,NVIDIA TensorRT;TensorRT,2026-09-21T18:43:55.486544+00:00
CVE-2025-70957,TVM,2026-02-13T22:16:10.413,2026-06-17T10:03:28.820,Deferred,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-674,,https://gist.github.com/Lucian-code233/d2589ece39914195c0e307b4dee32185;https://github.com/ton-blockchain/ton/commit/e35b34de22109596a54d1357dcce92d63002ba95;https://mp.weixin.qq.com/s/KT4RKNey_mjU2kBWpGTjuw,"A Denial of Service (DoS) vulnerability was discovered in the TON Lite Server before v2024.09. The vulnerability arises from the handling of external arguments passed to locally executed ""get methods."" An attacker can inject a constructed Continuation object (an internal TVM type) that is normally restricted within the VM. When the TVM executes this malicious continuation, it consumes excessive CPU resources while accruing disproportionately low virtual gas costs. This ""free"" computation allows an attacker to monopolize the Lite Server's processing power, significantly reducing its throughput and causing a denial of service for legitimate users acting through the gateway.",cve@mitre.org,TVM,2026-09-21T18:43:55.486544+00:00
CVE-2026-4200,Glow,2026-03-16T14:20:04.847,2026-06-17T10:56:10.480,Deferred,MEDIUM,5.5,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N/E:P/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,CWE-918,,https://fx4tqqfvdw4.feishu.cn/docx/K0SjdZTPRo31LExSdlfcC3jwn1c?from=from_copylink;https://vuldb.com/?ctiid.351112;https://vuldb.com/?id.351112;https://vuldb.com/?submit.770476,"A security flaw has been discovered in glowxq glowxq-oj up to 6f7c723090472057252040fd2bbbdaa1b5ed2393. This affects the function uploadTestcaseZipUrl of the file business/business-oj/src/main/java/com/glowxq/oj/problem/controller/ProblemCaseController.java. Performing a manipulation results in server-side request forgery. The attack can be initiated remotely. The exploit has been released to the public and may be used for attacks. Continious delivery with rolling releases is used by this product. Therefore, no version details of affected nor updated releases are available. The vendor was contacted early about this disclosure but did not respond in any way.",cna@vuldb.com,Glow,2026-09-21T18:43:55.486544+00:00
CVE-2026-4201,Glow,2026-03-16T14:20:05.070,2026-06-17T10:56:10.603,Deferred,MEDIUM,5.5,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N/E:P/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,CWE-284;CWE-434,,https://fx4tqqfvdw4.feishu.cn/docx/XM7MdiAtxodVIOx5HXScEdOsn47?from=from_copylink;https://vuldb.com/?ctiid.351113;https://vuldb.com/?id.351113;https://vuldb.com/?submit.770477,A weakness has been identified in glowxq glowxq-oj up to 6f7c723090472057252040fd2bbbdaa1b5ed2393. This vulnerability affects the function Upload of the file business/business-system/src/main/java/com/glowxq/system/admin/controller/SysFileController.java. Executing a manipulation can lead to unrestricted upload. The attack can be launched remotely. The exploit has been made available to the public and could be used for attacks. This product does not use versioning. This is why information about affected and unaffected releases are unavailable. The vendor was contacted early about this disclosure but did not respond in any way.,cna@vuldb.com,Glow,2026-09-21T18:43:55.486544+00:00
CVE-2026-23154,XLA,2026-02-14T16:15:55.550,2026-07-14T13:18:26.587,Modified,MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,,cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*;cpe:2.3:o:linux:linux_kernel:6.19:rc1:*:*:*:*:*:*;cpe:2.3:o:linux:linux_kernel:6.19:rc2:*:*:*:*:*:*;cpe:2.3:o:linux:linux_kernel:6.19:rc3:*:*:*:*:*:*;cpe:2.3:o:linux:linux_kernel:6.19:rc4:*:*:*:*:*:*;cpe:2.3:o:linux:linux_kernel:6.19:rc5:*:*:*:*:*:*;cpe:2.3:o:linux:linux_kernel:6.19:rc6:*:*:*:*:*:*;cpe:2.3:o:linux:linux_kernel:6.19:rc7:*:*:*:*:*:*,https://git.kernel.org/stable/c/2cbef9ea5a0ac51863ede35c45f26931a85d3888;https://git.kernel.org/stable/c/3d48d59235c494d34e32052f768393111c0806ef;https://git.kernel.org/stable/c/3e62db1e3140449608975e29e0979cc5f3b1cc07;https://git.kernel.org/stable/c/426ca15c7f6cb6562a081341ca88893a50c59fa2;https://git.kernel.org/stable/c/9122d7280b2303e835cdfec156bd932ac1f586ed;https://cert-portal.siemens.com/productcert/html/ssa-019113.html;https://cert-portal.siemens.com/productcert/html/ssa-082556.html,"In the Linux kernel, the following vulnerability has been resolved: net: fix segmentation of forwarding fraglist GRO This patch enhances GSO segment handling by properly checking the SKB_GSO_DODGY flag for frag_list GSO packets, addressing low throughput issues observed when a station accesses IPv4 servers via hotspots with an IPv6-only upstream interface. Specifically, it fixes a bug in GSO segmentation when forwarding GRO packets containing a frag_list. The function skb_segment_list cannot correctly process GRO skbs that have been converted by XLAT, since XLAT only translates the header of the head skb. Consequently, skbs in the frag_list may remain untranslated, resulting in protocol inconsistencies and reduced throughput. To address this, the patch explicitly sets the SKB_GSO_DODGY flag for GSO packets in XLAT's IPv4/IPv6 protocol translation helpers (bpf_skb_proto_4_to_6 and bpf_skb_proto_6_to_4). This marks GSO packets as potentially modified after protocol translation. As a result, GSO segmentation will avoid using skb_segment_list and instead falls back to skb_segment for packets with the SKB_GSO_DODGY flag. This ensures that only safe and fully translated frag_list packets are processed by skb_segment_list, resolving protocol inconsistencies and improving throughput when forwarding GRO packets converted by XLAT.",416baaa9-dc9f-4396-8d5f-8c081fb06d67,XLA,2026-09-21T18:43:55.486544+00:00
CVE-2026-24188,TensorRT,2026-05-20T20:16:36.203,2026-07-23T12:10:00.110,Analyzed,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,CWE-787,cpe:2.3:a:nvidia:tensorrt:*:*:*:*:*:*:*:*,https://nvd.nist.gov/vuln/detail/CVE-2026-24188;https://nvidia.custhelp.com/app/answers/detail/a_id/5836;https://www.cve.org/CVERecord?id=CVE-2026-24188,NVIDIA TensorRT contains a vulnerability where an attacker could cause an out-of-bounds write. A successful exploit of this vulnerability might lead to data tampering.,psirt@nvidia.com,NVIDIA TensorRT;TensorRT,2026-09-21T18:43:55.486544+00:00
